"Grupa paragrafów";"Rodzaj finansowania wydatków";"Plan po zmianach";"Zaangażowanie";"Wykonanie wydatków";"Zobowiązania ogółem";"Zobowiązania wymagalne powstałe w latach ubiegłych";"Zobowiązania wymagalne powstałe w roku bieżącym";"Wydatki które nie wygasły z upływem bieżącego roku budżetowego"
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1141951;1109826;1109226;600;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";411396;337215;337215;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1738300;1720007;1718507;1501;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";24409400;19171152;19171152;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";2058600;1988324;1988324;0;0;0;0
"";"";17273000;17144888;17144888;0;0;0;0
"";"";17273000;17144888;17144888;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";17273000;17144888;17144888;0;0;0;0
"";"";25300000;25016928;25016928;1168717;0;0;0
"";"";21856000;21661567;21661567;1168717;0;0;0
"";"";21856000;21661567;21661567;1168717;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";31000;30993;30993;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";10115000;10071749;10071749;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4497000;4436586;4436586;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";986000;985085;985085;1034208;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";236000;235380;235380;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1427000;1417738;1417738;112507;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";220000;218638;218638;18146;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";125000;124018;124018;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";148000;147944;147944;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";695000;692088;692088;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";59000;58459;58459;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";340000;328022;328022;1419;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";470000;466002;466002;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20000;19810;19810;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1190000;1173711;1173711;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25000;24553;24553;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";47000;43876;43876;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";44000;40363;40363;2437;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";20000;18392;18392;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5000;0;0;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";185000;173848;173848;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60000;53261;53261;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";44000;43497;43497;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";149000;148434;148434;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";34000;33538;33538;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28000;27925;27925;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";42000;41661;41661;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";134000;130031;130031;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";480000;475965;475965;0;0;0;0
"";"";3444000;3355361;3355361;0;0;0;0
"";"";3444000;3355361;3355361;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";3444000;3355361;3355361;0;0;0;0
"";"";242183000;242183000;242183000;14665245;0;0;0
"";"";242183000;242183000;242183000;14665245;0;0;0
"";"";242183000;242183000;242183000;14665245;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";245842;245840;245840;1600;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";8656;8656;8656;12;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";168537464;168537465;168537465;198391;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";11348447;11348448;11348448;11633814;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";21231149;21231151;21231151;1847868;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3008029;3008029;3008029;280517;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";814089;814089;814089;60228;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1049012;1049013;1049013;4585;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3215886;3215888;3215888;49838;0;0;0
"";"";500135929;500012785;499912400;24811290;0;100385;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2277478;2277477;2277477;166293;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2541281;2541277;2541277;13780;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";57891;57891;57891;1716;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6215012;6215010;6215010;159754;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";39848;39848;39848;397;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";465098;465097;465097;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";153046;153046;153046;14005;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";428775;428777;428777;301;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";44992;44992;44992;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";106137;106137;106137;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";105311;105310;105310;283;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5468618;5468619;5468619;110188;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";707507;707507;707507;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";290224;290223;290223;600;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1853274;1853275;1853275;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";331091;331091;331091;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3750;3750;3750;450;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";43759;43759;43759;810;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15828;15828;15828;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";28989;28988;28988;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5822;5822;5822;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";7941;7941;7941;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";909491;909491;909491;8148;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";142796;142797;142797;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";500690;500692;500692;3481;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";3805552;3805553;3805553;101540;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";6174225;6174225;6174225;6649;0;0;0
"";"";33944840;33599706;33599706;1667880;0;0;0
"";"";33944840;33599706;33599706;1667880;0;0;0
"";"";33944840;33599706;33599706;1667880;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";31100;31008;31008;0;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";14900;14000;14000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";19485571;19463580;19463580;788;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1366100;1366065;1366065;1370118;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2950000;2949862;2949862;208121;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";387000;386930;386930;25630;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";88202;88202;88202;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";564800;496725;496725;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";865600;864972;864972;8107;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";25000;21107;21107;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";550000;485593;485593;28394;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";488000;466495;466495;3558;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";15000;11655;11655;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1928590;1856300;1856300;23166;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";165000;164967;164967;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";61000;53985;53985;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";297200;283959;283959;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";149750;95630;95630;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2823000;2822153;2822153;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";285000;277406;277406;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";142170;141645;141645;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";50180;48168;48168;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";302000;302000;302000;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2000;1637;1637;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3550;3547;3547;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";127;127;127;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";85000;84408;84408;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";56000;55353;55353;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";63000;62497;62497;0;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";700000;699730;699730;0;0;0;0
"";"";15979000;15959560;15959560;774969;0;0;0
"";"";15979000;15959560;15959560;774969;0;0;0
"";"";15979000;15959560;15959560;774969;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";10911;10910;10910;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9659250;9659166;9659166;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";616292;616291;616291;618804;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1365200;1353136;1353136;93264;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";213500;206493;206493;12088;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";60283;60283;60283;5527;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";204560;204560;204560;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";317801;317768;317768;2889;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";463;463;463;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";94209;94209;94209;7678;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";159125;159114;159114;816;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";9720;9720;9720;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";863319;863281;863281;28392;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";43050;43044;43044;2745;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";53925;53907;53907;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";38723;38707;38707;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4740;4739;4739;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6100;6100;6100;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1032072;1032072;1032072;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";24000;23961;23961;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";71016;71016;71016;2431;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";17339;17339;17339;67;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";139007;139007;139007;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6955;6955;6955;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";6034;6034;6034;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";2349;2348;2348;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";194293;194293;194293;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";33933;33933;33933;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";4347;4347;4347;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";22400;22385;22385;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";212084;212063;212063;268;0;0;0
"Wydatki majątkowe";"Finansowanie ze środków własnych";492000;491918;491918;0;0;0;0
"";"";13842000;13719627;13719627;647940;0;0;0
"";"";13842000;13719627;13719627;647940;0;0;0
"";"";13842000;13719627;13719627;647940;0;0;0
"Świadczenia na rzecz osób fizycznych";"Finansowanie ze środków własnych";2000;1440;1440;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";8689000;8644549;8644549;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";616000;615620;615620;547483;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";1235000;1204009;1204009;83163;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";216000;199628;199628;11396;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";100000;99347;99347;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";3000;2350;2350;0;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";241000;240591;240591;3366;0;0;0
"";"";1566000;1565988;1565988;53142;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";70000;66184;66184;1221;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";48000;44212;44212;891;0;0;0
"Wydatki bieżące jednostek budżetowych";"Finansowanie ze środków własnych";5000;3885;3885;420;0;0;0
