"Część";"Numer części";"Część";"Numer części";"Dział";"Numer działu";"Rozdział";"Numer rozdziału";"Dotacje i subwencje";"Świadczenia na rzecz osób fizycznych";"Wydatki bieżące jednostek budżetowych";"Wydatki majątkowe";"Wydatki na obsługę długu Skarbu Państwa";"Współfinansowanie projektów z udziałem środków Unii Europejskiej";"Środki własne Unii Europejskiej";"Ogółem (w tys. zł.)"
"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Obowiązkowe ubezpieczenia społeczne";753;"";"";0;12044;0;0;0;0;0;12044
"Obowiązkowe ubezpieczenia społeczne";753;"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne";75312;0;12044;0;0;0;0;0;12044
"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Wymiar sprawiedliwości";755;"";"";0;13591;317362;4043;0;0;0;334996
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Jednostki sądownictwa powszechnego";75502;0;13591;313114;4043;0;0;0;330748
"Wymiar sprawiedliwości";755;"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Pozostała działalność";75595;0;0;4248;0;0;0;0;4248
"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Oświata i wychowanie";801;"";"";0;8;2376;0;0;0;0;2384
"Oświata i wychowanie";801;"Sąd Apelacyjny w Szczecinie";"15/12";"SĄDY POWSZECHNE";15;"Inne formy kształcenia osobno niewymienione";80144;0;8;2376;0;0;0;0;2384
"KANCELARIA PREZESA RADY MINISTRÓW";16;"";"";"";"";"";"";12106;2440;95159;500;0;8381;0;118586
"KANCELARIA PREZESA RADY MINISTRÓW";16;"Działalność usługowa";710;"";"";"";"";3124;0;0;0;0;0;0;3124
"Działalność usługowa";710;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Centrum Badania Opinii Społecznej";71031;"";"";3124;0;0;0;0;0;0;3124
"KANCELARIA PREZESA RADY MINISTRÓW";16;"Administracja publiczna";750;"";"";"";"";8982;2440;95136;500;0;8381;0;115439
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;100;82649;100;0;5832;0;88681
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Ośrodek Studiów Wschodnich";75061;"";"";0;0;8031;400;0;0;0;8431
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Krajowa Szkoła Administracji Publicznej";75065;"";"";8832;0;0;0;0;101;0;8933
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Rada do Spraw Uchodźców";75068;"";"";0;0;630;0;0;0;0;630
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Rada do Spraw Polaków na Wschodzie";75074;"";"";0;0;150;0;0;0;0;150
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;2459;0;0;570;0;3029
"Administracja publiczna";750;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Pozostała działalność";75095;"";"";150;2340;1217;0;0;1878;0;5585
"KANCELARIA PREZESA RADY MINISTRÓW";16;"Obrona narodowa";752;"";"";"";"";0;0;23;0;0;0;0;23
"Obrona narodowa";752;"KANCELARIA PREZESA RADY MINISTRÓW";16;"Pozostałe wydatki obronne";75212;"";"";0;0;23;0;0;0;0;23
"ADMINISTRACJA  PUBLICZNA";17;"";"";"";"";"";"";0;28;27505;312;0;21211;0;49056
"ADMINISTRACJA  PUBLICZNA";17;"Działalność usługowa";710;"";"";"";"";0;25;18943;180;0;11133;0;30281
"Działalność usługowa";710;"ADMINISTRACJA  PUBLICZNA";17;"Prace geodezyjne i kartograficzne (nieinwestycyjne)";71013;"";"";0;0;6744;0;0;0;0;6744
"Działalność usługowa";710;"ADMINISTRACJA  PUBLICZNA";17;"Główny Urząd Geodezji i Kartografii";71021;"";"";0;25;12199;180;0;11133;0;23537
"ADMINISTRACJA  PUBLICZNA";17;"Administracja publiczna";750;"";"";"";"";0;3;8562;132;0;10078;0;18775
"Administracja publiczna";750;"ADMINISTRACJA  PUBLICZNA";17;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;3;8562;132;0;10078;0;18775
"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"";"";"";"";"";"";1361884;173;56345;999;0;0;0;1419401
"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Gospodarka mieszkaniowa";700;"";"";"";"";1361884;0;7200;0;0;0;0;1369084
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Gospodarka gruntami i nieruchomościami";70005;"";"";0;0;721;0;0;0;0;721
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Refundacja premii gwarancyjnych oraz premii za systematyczne oszczędzanie";70015;"";"";520000;0;0;0;0;0;0;520000
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Wykup odsetek od kredytów mieszkaniowych";70017;"";"";124800;0;5200;0;0;0;0;130000
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Fundusz Termomodernizacji i Remontów";70020;"";"";200000;0;0;0;0;0;0;200000
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Fundusz Dopłat";70022;"";"";517084;0;0;0;0;0;0;517084
"Gospodarka mieszkaniowa";700;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Pozostała działalność";70095;"";"";0;0;1279;0;0;0;0;1279
"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Działalność usługowa";710;"";"";"";"";0;163;18378;150;0;0;0;18691
"Działalność usługowa";710;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Nadzór budowlany";71015;"";"";0;3;17336;150;0;0;0;17489
"Działalność usługowa";710;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Pozostała działalność";71095;"";"";0;160;1042;0;0;0;0;1202
"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Administracja publiczna";750;"";"";"";"";0;10;30763;849;0;0;0;31622
"Administracja publiczna";750;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;10;30414;849;0;0;0;31273
"Administracja publiczna";750;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;287;0;0;0;0;287
"Administracja publiczna";750;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Pozostała działalność";75095;"";"";0;0;62;0;0;0;0;62
"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Obrona narodowa";752;"";"";"";"";0;0;4;0;0;0;0;4
"Obrona narodowa";752;"BUDOWNICTWO,  GOSPODARKA  PRZESTRZENNA  I MIESZKANIOWA";18;"Pozostałe wydatki obronne";75212;"";"";0;0;4;0;0;0;0;4
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"";"";"";"";"";"";193782;57691;5218021;250086;0;72633;0;5792213
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Przetwórstwo przemysłowe";150;"";"";"";"";0;0;5000;7000;0;0;0;12000
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Przetwórstwo przemysłowe";150;"Rozliczenia związane z systemem dopłat do oprocentowania  kredytów eksportowych o stałych stopach procentowych";15018;"";"";0;0;5000;0;0;0;0;5000
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Przetwórstwo przemysłowe";150;"Wspieranie polskiego eksportu poprzez udzielanie przez Bank Gospodarstwa Krajowego kredytów eksportowych";15019;"";"";0;0;0;7000;0;0;0;7000
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Hotele i restauracje";550;"";"";"";"";21000;0;0;0;0;0;0;21000
"Hotele i restauracje";550;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Bary mleczne";55003;"";"";21000;0;0;0;0;0;0;21000
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Administracja publiczna";750;"";"";"";"";0;57691;4964777;243086;0;72633;0;5338187
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;443;260743;0;0;28912;0;290098
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Izby skarbowe";75008;"";"";0;32;292064;22600;0;0;0;314696
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Urzędy skarbowe";75009;"";"";0;802;2542128;32920;0;0;0;2575850
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Urzędy kontroli skarbowej";75010;"";"";0;32;476542;2569;0;28392;0;507535
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Izby celne i urzędy celne";75013;"";"";0;56122;1299927;164937;0;1360;0;1522346
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Komisje egzaminacyjne";75046;"";"";0;200;877;0;0;0;0;1077
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;2887;0;0;0;0;2887
"Administracja publiczna";750;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Pozostała działalność";75095;"";"";0;60;89609;20060;0;13969;0;123698
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Obrona narodowa";752;"";"";"";"";0;0;116;0;0;0;0;116
"Obrona narodowa";752;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Pozostałe wydatki obronne";75212;"";"";0;0;116;0;0;0;0;116
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"";"";"";"";0;0;44;0;0;0;0;44
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"Obrona cywilna";75414;"";"";0;0;44;0;0;0;0;44
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Dochody od osób prawnych, od osób fizycznych i od innych jednostek nieposiadających  osobowości prawnej oraz wydatki związane z ich poborem";756;"";"";"";"";0;0;247364;0;0;0;0;247364
"Dochody od osób prawnych, od osób fizycznych i od innych jednostek nieposiadających  osobowości prawnej oraz wydatki związane z ich poborem";756;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Pobór podatków, opłat i niepodatkowych  należności budżetowych";75647;"";"";0;0;247364;0;0;0;0;247364
"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Różne rozliczenia";758;"";"";"";"";172782;0;720;0;0;0;0;173502
"Różne rozliczenia";758;"BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE";19;"Partie polityczne";75823;"";"";172782;0;720;0;0;0;0;173502
"GOSPODARKA";20;"";"";"";"";"";"";859752;34045;246523;31681;0;310847;0;1482848
"GOSPODARKA";20;"Górnictwo i kopalnictwo";100;"";"";"";"";538843;21;200;0;0;0;0;539064
"Górnictwo i kopalnictwo";100;"GOSPODARKA";20;"Górnictwo węgla kamiennego";10001;"";"";438843;0;0;0;0;0;0;438843
"Górnictwo i kopalnictwo";100;"GOSPODARKA";20;"Górnictwo węgla brunatnego";10002;"";"";0;1;0;0;0;0;0;1
"Górnictwo i kopalnictwo";100;"GOSPODARKA";20;"Produkcja soli";10005;"";"";86000;0;0;0;0;0;0;86000
"Górnictwo i kopalnictwo";100;"GOSPODARKA";20;"Pozostała działalność";10095;"";"";14000;20;200;0;0;0;0;14220
"GOSPODARKA";20;"Przetwórstwo przemysłowe";150;"";"";"";"";122649;1326;77201;22016;0;259632;0;482824
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Zadania w zakresie bezpiecznego wykorzystania energii atomowej";15004;"";"";0;1326;23770;0;0;0;0;25096
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Hutnictwo";15006;"";"";0;0;250;0;0;0;0;250
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Rozwój przedsiębiorczości";15011;"";"";5104;0;1180;0;0;560;0;6844
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Polska Agencja Rozwoju Przedsiębiorczości";15012;"";"";66552;0;0;3668;0;189661;0;259881
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Wsparcie finansowe inwestycji";15014;"";"";46543;0;0;18348;0;0;0;64891
"Przetwórstwo przemysłowe";150;"GOSPODARKA";20;"Pozostała działalność";15095;"";"";4450;0;52001;0;0;69411;0;125862
"GOSPODARKA";20;"Handel";500;"";"";"";"";124841;6300;11580;150;0;17262;0;160133
"Handel";500;"GOSPODARKA";20;"Agencja Rezerw Materiałowych";50003;"";"";110699;0;0;0;0;0;0;110699
"Handel";500;"GOSPODARKA";20;"Promocja eksportu";50005;"";"";14142;6300;11580;150;0;17262;0;49434
"GOSPODARKA";20;"Administracja publiczna";750;"";"";"";"";419;26398;157228;9495;0;27932;0;221472
"Administracja publiczna";750;"GOSPODARKA";20;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;248;106345;6695;0;27794;0;141082
"Administracja publiczna";750;"GOSPODARKA";20;"Placówki zagraniczne";75057;"";"";0;26150;46804;2800;0;138;0;75892
"Administracja publiczna";750;"GOSPODARKA";20;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";419;0;4079;0;0;0;0;4498
"GOSPODARKA";20;"Obrona narodowa";752;"";"";"";"";73000;0;285;20;0;0;0;73305
"Obrona narodowa";752;"GOSPODARKA";20;"Pozostałe wydatki obronne";75212;"";"";0;0;285;20;0;0;0;305
"Obrona narodowa";752;"GOSPODARKA";20;"Zadania związane z utrzymaniem mocy rezerwowych ze względu na potrzeby Sił Zbrojnych Rzeczypospolitej  Polskiej";75215;"";"";73000;0;0;0;0;0;0;73000
"GOSPODARKA";20;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"";"";"";"";0;0;29;0;0;0;0;29
"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"GOSPODARKA";20;"Organizacja Traktatu Północnoatlantyckiego";75417;"";"";0;0;29;0;0;0;0;29
"GOSPODARKA";20;"Gospodarka komunalna i ochrona środowiska";900;"";"";"";"";0;0;0;0;0;6021;0;6021
"Gospodarka komunalna i ochrona środowiska";900;"GOSPODARKA";20;"Fundusz Ochrony Środowiska i Gospodarki Wodnej";90011;"";"";0;0;0;0;0;6021;0;6021
"GOSPODARKA  MORSKA";21;"";"";"";"";"";"";101508;4948;312863;349179;0;8577;0;777075
"GOSPODARKA  MORSKA";21;"Transport i łączność";600;"";"";"";"";0;4789;269881;322839;0;3081;0;600590
"Transport i łączność";600;"GOSPODARKA  MORSKA";21;"Urzędy morskie";60043;"";"";0;2299;228530;322729;0;3081;0;556639
"Transport i łączność";600;"GOSPODARKA  MORSKA";21;"Ratownictwo morskie";60044;"";"";0;2490;26880;110;0;0;0;29480
"Transport i łączność";600;"GOSPODARKA  MORSKA";21;"Pozostała działalność";60095;"";"";0;0;14471;0;0;0;0;14471
"GOSPODARKA  MORSKA";21;"Administracja publiczna";750;"";"";"";"";0;5;12142;200;0;455;0;12802
"Administracja publiczna";750;"GOSPODARKA  MORSKA";21;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;5;11251;200;0;455;0;11911
"Administracja publiczna";750;"GOSPODARKA  MORSKA";21;"Placówki zagraniczne";75057;"";"";0;0;731;0;0;0;0;731
"Administracja publiczna";750;"GOSPODARKA  MORSKA";21;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;160;0;0;0;0;160
"GOSPODARKA  MORSKA";21;"Obrona narodowa";752;"";"";"";"";0;0;393;50;0;0;0;443
"Obrona narodowa";752;"GOSPODARKA  MORSKA";21;"Pozostałe wydatki obronne";75212;"";"";0;0;393;50;0;0;0;443
"GOSPODARKA  MORSKA";21;"Wymiar sprawiedliwości";755;"";"";"";"";0;42;1732;0;0;0;0;1774
"Wymiar sprawiedliwości";755;"GOSPODARKA  MORSKA";21;"Izby morskie";75504;"";"";0;42;1732;0;0;0;0;1774
"GOSPODARKA  MORSKA";21;"Szkolnictwo wyższe";803;"";"";"";"";101508;112;0;0;0;5041;0;106661
"Szkolnictwo wyższe";803;"GOSPODARKA  MORSKA";21;"Działalność dydaktyczna";80306;"";"";89378;44;0;0;0;5041;0;94463
"Szkolnictwo wyższe";803;"GOSPODARKA  MORSKA";21;"Pomoc materialna dla studentów i doktorantów";80309;"";"";12130;68;0;0;0;0;0;12198
"GOSPODARKA  MORSKA";21;"Gospodarka komunalna i ochrona środowiska";900;"";"";"";"";0;0;28715;26090;0;0;0;54805
"Gospodarka komunalna i ochrona środowiska";900;"GOSPODARKA  MORSKA";21;"Ochrona brzegów morskich";90018;"";"";0;0;28715;26090;0;0;0;54805
"GOSPODARKA  WODNA";22;"";"";"";"";"";"";22550;1881;236111;820;0;68125;0;329487
"GOSPODARKA  WODNA";22;"Działalność usługowa";710;"";"";"";"";22550;1881;208150;820;0;68125;0;301526
"Działalność usługowa";710;"GOSPODARKA  WODNA";22;"Krajowy Zarząd Gospodarki Wodnej";71016;"";"";1930;5;11283;100;0;0;0;13318
"Działalność usługowa";710;"GOSPODARKA  WODNA";22;"Regionalne zarządy gospodarki wodnej";71018;"";"";0;1876;196867;720;0;68125;0;267588
"Działalność usługowa";710;"GOSPODARKA  WODNA";22;"Państwowa służba hydrologiczno-meteorologiczna";71019;"";"";20620;0;0;0;0;0;0;20620
"GOSPODARKA  WODNA";22;"Administracja publiczna";750;"";"";"";"";0;0;25025;0;0;0;0;25025
"Administracja publiczna";750;"GOSPODARKA  WODNA";22;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;0;24794;0;0;0;0;24794
"Administracja publiczna";750;"GOSPODARKA  WODNA";22;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";0;0;231;0;0;0;0;231
"GOSPODARKA  WODNA";22;"Obrona narodowa";752;"";"";"";"";0;0;2936;0;0;0;0;2936
"GOSPODARKA  WODNA";22;"Obrona narodowa";752;"Pozostałe wydatki obronne";75212;"";"";0;0;2936;0;0;0;0;2936
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"";"";"";"";"";"";1323073;9363;815279;189385;0;133564;0;2470664
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Administracja publiczna";750;"";"";"";"";9205;42;47931;3750;0;5944;0;66872
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Administracja publiczna";750;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;42;45112;3750;0;5944;0;54848
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Administracja publiczna";750;"Przygotowanie i sprawowanie przewodnictwa w Radzie Unii Europejskiej";75076;"";"";9205;0;2334;0;0;0;0;11539
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Administracja publiczna";750;"Pozostała działalność";75095;"";"";0;0;485;0;0;0;0;485
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Obrona narodowa";752;"";"";"";"";0;0;92;0;0;0;0;92
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Obrona narodowa";752;"Pozostałe wydatki obronne";75212;"";"";0;0;92;0;0;0;0;92
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"";"";"";"";0;0;40;0;0;0;0;40
"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Obrona cywilna";75414;"";"";0;0;10;0;0;0;0;10
"Bezpieczeństwo  publiczne i ochrona przeciwpożarowa";754;"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Zarządzanie kryzysowe";75421;"";"";0;0;30;0;0;0;0;30
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"";"";"";"";19345;2385;624842;11740;0;9620;0;667932
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"Szkoły artystyczne";80132;"";"";19345;1975;610105;11620;0;9620;0;652665
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"Jednostki pomocnicze szkolnictwa";80143;"";"";0;5;5408;0;0;0;0;5413
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"Dokształcanie i doskonalenie nauczycieli";80146;"";"";0;1;5711;120;0;0;0;5832
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"Stołówki szkolne i przedszkolne";80148;"";"";0;4;817;0;0;0;0;821
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Oświata i wychowanie";801;"Pozostała działalność";80195;"";"";0;400;2801;0;0;0;0;3201
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Szkolnictwo wyższe";803;"";"";"";"";431882;2620;200;12600;0;44658;0;491960
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Szkolnictwo wyższe";803;"Działalność dydaktyczna";80306;"";"";407027;220;0;12600;0;44658;0;464505
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Szkolnictwo wyższe";803;"Pomoc materialna dla studentów i doktorantów";80309;"";"";24855;2000;0;0;0;0;0;26855
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Szkolnictwo wyższe";803;"Pozostała działalność";80395;"";"";0;400;200;0;0;0;0;600
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Edukacyjna opieka wychowawcza";854;"";"";"";"";0;103;26006;0;0;0;0;26109
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Edukacyjna opieka wychowawcza";854;"Internaty i bursy szkolne";85410;"";"";0;103;25932;0;0;0;0;26035
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Edukacyjna opieka wychowawcza";854;"Dokształcanie i doskonalenie nauczycieli";85446;"";"";0;0;74;0;0;0;0;74
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"";"";"";"";862641;4213;116168;161295;0;73342;0;1217659
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Instytucje kinematografii";92101;"";"";1000;0;0;650;0;0;0;1650
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Polski Instytut Sztuki Filmowej";92102;"";"";9781;0;0;0;0;0;0;9781
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostałe zadania w zakresie kultury";92105;"";"";12500;4000;3844;0;0;3999;0;24343
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Teatry";92106;"";"";142454;0;0;1465;0;4210;0;148129
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Filharmonie, orkiestry, chóry i kapele";92108;"";"";50162;0;0;0;0;382;0;50544
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Domy i ośrodki kultury, świetlice i kluby";92109;"";"";2613;0;0;0;0;156;0;2769
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Galerie i biura wystaw artystycznych";92110;"";"";9259;0;0;1600;0;0;0;10859
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Centra kultury i sztuki";92113;"";"";128842;0;0;11210;0;1173;0;141225
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostałe instytucje kultury";92114;"";"";75486;0;0;13300;0;3274;0;92060
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Biblioteki";92116;"";"";86491;0;0;13200;0;0;0;99691
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Archiwa";92117;"";"";0;105;96668;13550;0;421;0;110744
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Muzea";92118;"";"";260470;0;0;37420;0;35410;0;333300
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Ośrodki ochrony i dokumentacji zabytków";92119;"";"";20992;0;0;500;0;805;0;22297
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Ochrona zabytków i opieka nad zabytkami";92120;"";"";37000;100;168;0;0;19497;0;56765
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Rada Ochrony Pamięci Walk i Męczeństwa";92122;"";"";1000;8;15288;0;0;0;0;16296
"KULTURA I OCHRONA DZIEDZICTWA  NARODOWEGO";24;"Kultura i ochrona dziedzictwa narodowego";921;"Pozostała działalność";92195;"";"";24591;0;200;68400;0;4015;0;97206
"KULTURA FIZYCZNA";25;"";"";"";"";"";"";207454;21565;32148;749068;0;0;0;1010235
"KULTURA FIZYCZNA";25;"Administracja publiczna";750;"";"";"";"";0;5;24087;450;0;0;0;24542
"Administracja publiczna";750;"KULTURA FIZYCZNA";25;"Urzędy naczelnych i centralnych organów administracji rządowej";75001;"";"";0;5;23531;450;0;0;0;23986
